2021/12/14	后端文件验证逻辑重构
2021/12/15	新增后端多级目录压缩接口
2021/12/16	新增后端文件下载接口；新增前端管理员验证界面；后端压缩包存储于基于SHA256算法生成的时间哈希值命名的目录中
2021/12/17	新增管理员界面验证码；后端新增姓名与学号匹配检测；优化错误信息显示
2021/12/18	前端文件类型的input标签改为采用AJAX动态加载，初步实现前后端分离
2022/01/28	进一步分离前端与后端，前端只负责展示，后端只负责处理
2022/02/04	采用Bootstrap框架重写前端布局
